visitnumber;visitid;visitstarttime;date;totals;trafficsource;device;geonetwork;customdimensions;fullvisitorid;clientid;channelgrouping;socialengagementtype;pageviews
1;1638503261;2021-12-03 03:47:41;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'campaign': '148076470_20211202', 'source': 'email_ali', 'medium': 'slc', 'keyword': 'annclass_1', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '1370x920', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'en-gb', 'screencolors': '32-bit', 'screenresolution': '1024x1366', 'devicecategory': 'desktop'};{'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'prod'};5.4684229439649056e+17;127321643.1638503261;email;Not Socially Engaged;1
1;1638503565;2021-12-03 03:52:45;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '1'};{'source': 'seloger', 'medium': 'referral', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '410x720', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '30', 'value': 'prod'};4.5902365625476434e+18;1068747733.1638503565;portal sites;Not Socially Engaged;1
10;1640143921;2021-12-22 03:32:01;2021-12-22;{'visits': '1', 'hits': '15', 'pageviews': '8', 'timeonsite': '674', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '32'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '320x450', 'operatingsystemversion': '9', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '320x569', 'devicecategory': 'mobile'};{'cityid': '1005811', 'latitude': '44', 'longitude': '-0'};{'index': '30', 'value': 'prod'};4.3151003476554803e+18;1004687591.1613456461;direct;Not Socially Engaged;8
1;1640144192;2021-12-22 03:36:32;2021-12-22;{'visits': '1', 'hits': '20', 'pageviews': '8', 'timeonsite': '363', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '15'};{'campaign': 'sea_gen_ancien_li_b2c_fr_google_achat_france_reg-occitanie_dpt-34_dsa', 'source': 'google', 'medium': 'cpc', 'campaignid': '284765405', 'adgroupid': '112683434798', 'creativeid': '501640381659', 'criteriaid': '989007911945', 'page': '1', 'customerid': '5273892939', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '15', 'browsersize': '1170x680', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '1280x800', 'devicecategory': 'desktop'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '31', 'value': 'web'};2.488077382301425e+18;579300658.1640144193;paid search_non-brand;Not Socially Engaged;8
1;1640143188;2021-12-22 03:19:48;2021-12-22;{'visits': '1', 'hits': '21', 'pageviews': '11', 'timeonsite': '1969', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '34'};{'source': 'google', 'medium': 'organic', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1530x720', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr-ca', 'screencolors': '24-bit', 'screenresolution': '1536x864', 'devicecategory': 'desktop'};{'cityid': '1002705', 'latitude': '45', 'longitude': '-73'};{'index': '31', 'value': 'web'};7.230354378616078e+17;168344806.1640143188;organic search;Not Socially Engaged;11
88;1640145428;2021-12-22 03:57:08;2021-12-22;{'visits': '1', 'hits': '30', 'pageviews': '13', 'timeonsite': '332', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '25'};{'campaign': 'sea_gen_ancien_li_b2c_fr_google_achat_france_reg-nouvelle-aquitaine_dpt-64_dsa', 'source': 'google', 'medium': 'cpc', 'campaignid': '719323391', 'adgroupid': '112683437198', 'creativeid': '501640383303', 'criteriaid': '988586745058', 'page': '1', 'criteriaparameters': 'm', 'customerid': '5273892939', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '360x600', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '360x771', 'devicecategory': 'mobile'};{'cityid': '9184866', 'latitude': '0', 'longitude': '0'};{'index': '31', 'value': 'web'};3.6401293106228997e+18;847533650.1613389060;paid search_non-brand;Not Socially Engaged;13
74;1638501714;2021-12-03 03:21:54;2021-12-03;{'visits': '1', 'hits': '34', 'pageviews': 'null', 'timeonsite': '174', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': '14', 'uniquescreenviews': '5', 'timeonscreen': '173', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '3', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'true', 'language': 'fr-fr', 'screenresolution': '1170x2532', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '25', 'value': '0'};;7c3f85a5-bbfa-4cbb-af59-feb617a9d26a;app (ali excluded);Not Socially Engaged;null
29;1638502050;2021-12-03 03:27:30;2021-12-03;{'visits': '1', 'hits': '56', 'pageviews': 'null', 'timeonsite': '754', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': '29', 'uniquescreenviews': '8', 'timeonscreen': '754', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '214', 'operatingsystemversion': '7', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'true', 'language': 'fr-fr', 'screenresolution': '720x1208', 'devicecategory': 'mobile'};{'cityid': '9250928', 'latitude': '0', 'longitude': '0'};{'index': '25', 'value': '1'};4.2677830418179656e+18;da276089-20f9-4a42-8d0b-3e86ac175096;app (ali excluded);Not Socially Engaged;null
309;1638503654;2021-12-03 03:54:14;2021-12-03;{'visits': '1', 'hits': '60', 'pageviews': 'null', 'timeonsite': '1472', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': '24', 'uniquescreenviews': '8', 'timeonscreen': '1471', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'campaign': '148357332_20211130utm_term', 'source': 'email_ali', 'medium': 'slc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '3', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'true', 'language': 'fr-fr', 'screenresolution': '1125x2436', 'devicecategory': 'mobile'};{'cityid': '9050356', 'latitude': '48', 'longitude': '2'};{'index': '21', 'value': '7cf7f37b3288197c01b37e913648a8ad'};7.480952894477975e+18;0582df7a-eda8-4996-9786-b1aee2c2578b;email;Not Socially Engaged;null
1;1638502840;2021-12-03 03:40:40;2021-12-03;{'visits': '1', 'hits': '137', 'pageviews': 'null', 'timeonsite': '792', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': '77', 'uniquescreenviews': '9', 'timeonscreen': '787', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '2'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '3', 'operatingsystem': 'i', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'true', 'language': 'fr-fr', 'screenresolution': '2388x1668', 'devicecategory': 'tablet'};{'cityid': '9072529', 'latitude': '-8', 'longitude': '115'};{'index': '31', 'value': 'app'};;73430085-8986-4206-aad8-46de2c2b681e;app (ali excluded);Not Socially Engaged;null
71;1638501605;2021-12-03 03:20:05;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '10'};{'campaign': '147662054_20211202', 'source': 'email_ali', 'medium': 'slc', 'keyword': 'annclass_2', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '380x550', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '1006271', 'latitude': '47', 'longitude': '-0'};{'index': '30', 'value': 'production'};8.468862532167928e+18;1971810714.1635517952;email;Not Socially Engaged;1
25;1638503099;2021-12-03 03:44:59;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '9'};{'campaign': '148673861_20211202utm_term', 'source': 'email_ali', 'medium': 'slc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '390x770', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '393x851', 'devicecategory': 'mobile'};{'cityid': '1006235', 'latitude': '50', 'longitude': '3'};{'index': '30', 'value': 'production'};5.61407751088164e+18;1307129280.1637613445;email;Not Socially Engaged;1
19;1638502771;2021-12-03 03:39:31;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '14'};{'campaign': '101262895_20211202', 'source': 'email_ali', 'medium': 'slc', 'keyword': 'annclass_14', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '1900x970', 'operatingsystemversion': '10', 'ismobile': 'false', 'mobiledevicebranding': 'null', 'mobiledevicemodel': 'null', 'mobileinputselector': 'null', 'mobiledevicemarketingname': 'null', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '1920x1080', 'devicecategory': 'desktop'};{'latitude': '0', 'longitude': '0'};{'index': '32', 'value': 'not_owner'};6.074532261672024e+18;1414337256.1637643801;email;Not Socially Engaged;1
50;1638503561;2021-12-03 03:52:41;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '10'};{'campaign': '143839831_20211202', 'source': 'email_ali', 'medium': 'slc', 'keyword': 'annclass_1', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '94', 'browsersize': '410x660', 'operatingsystemversion': '9', 'ismobile': 'true', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '414x736', 'devicecategory': 'mobile'};{'latitude': '0', 'longitude': '0'};{'index': '30', 'value': 'production'};1.19723990670051e+16;2787541.1635745965;email;Not Socially Engaged;1
7;1638502991;2021-12-03 03:43:11;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '6'};{'campaign': 'agreg-conv_ancien_sl_b2c_trovit_plan-topaz-seine-maritime_x_france_x_x_x_x_', 'source': 'trovit', 'medium': 'cpc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '410x720', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '414x896', 'devicecategory': 'mobile'};{'cityid': '9050328', 'latitude': '49', 'longitude': '2'};{'index': '91', 'value': '0'};1.7969772245121542e+17;41839136.1638319172;metasearch;Not Socially Engaged;1
79;1638503331;2021-12-03 03:48:51;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '9'};{'campaign': '145150133_20211202utm_term', 'source': 'email_ali', 'medium': 'slc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '320x570', 'operatingsystemversion': '8', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '24-bit', 'screenresolution': '320x640', 'devicecategory': 'mobile'};{'cityid': '1011788', 'latitude': '-20', 'longitude': '55'};{'index': '91', 'value': 'web'};2.262629158740549e+18;526809403.1630264894;email;Not Socially Engaged;1
86;1638503272;2021-12-03 03:47:52;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '10'};{'campaign': '148919538_20211202', 'source': 'email_ali', 'medium': 'slc', 'keyword': 'annclass_1', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '86', 'browsersize': '360x650', 'operatingsystemversion': '9', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'mobiledevicemarketingname': 'nova 3i', 'javaenabled': 'false', 'language': 'fr-ca', 'screencolors': '24-bit', 'screenresolution': '360x780', 'devicecategory': 'mobile'};{'cityid': '1006094', 'latitude': '48', 'longitude': '2'};{'index': '30', 'value': 'production'};7.459402122178704e+18;1736777397.1631696234;email;Not Socially Engaged;1
1;1638503420;2021-12-03 03:50:20;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '7'};{'campaign': '21348105_20211202', 'source': 'email_ali', 'medium': 'slc', 'keyword': 'annclass_3', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '430x740', 'operatingsystem': 'i', 'operatingsystemversion': '15', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '428x926', 'devicecategory': 'mobile'};{'cityid': '1006410', 'latitude': '45', 'longitude': '4'};{'index': '26', 'value': 'production'};5.814051261198734e+18;1353689297.1638503421;email;Not Socially Engaged;1
26;1638502553;2021-12-03 03:35:53;2021-12-03;{'visits': '1', 'hits': '2', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '10'};{'campaign': '113715036_20211202utm_term', 'source': 'email_ali', 'medium': 'slc', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '13', 'browsersize': '380x550', 'operatingsystem': 'i', 'operatingsystemversion': '13', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'es', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '9049463', 'latitude': '48', 'longitude': '2'};{'index': '91', 'value': '0'};6.860777560515657e+18;1597399255.1635892312;email;Not Socially Engaged;1
1;1638502402;2021-12-03 03:33:22;2021-12-03;{'visits': '1', 'hits': '3', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '3'};{'campaign': 'agreg-conv_ancien_sl_b2c_trovit_x_x_france_x_x_x_x_', 'source': 'trovit', 'medium': 'cpc', 'keyword': 'x', 'adcontent': 'x_', 'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'null', 'campaigncode': 'null'};{'browserversion': '14', 'browsersize': '380x550', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr-fr', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '1005794', 'latitude': '47', 'longitude': '7'};{'index': '91', 'value': 'web'};8.481193748349948e+18;1974681799.1638502402;metasearch;Not Socially Engaged;1
1;1638503860;2021-12-03 03:57:40;2021-12-03;{'visits': '1', 'hits': '3', 'pageviews': '1', 'timeonsite': 'null', 'bounces': '1', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': '1', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '11'};{'campaignid': 'null', 'adgroupid': 'null', 'creativeid': 'null', 'criteriaid': 'null', 'page': 'null', 'slot': 'null', 'criteriaparameters': 'null', 'gclid': 'null', 'customerid': 'null', 'adnetworktype': 'null', 'targetingcriteria': 'null', 'isvideoad': 'null', 'istruedirect': 'true', 'campaigncode': 'null'};{'browsersize': '380x540', 'operatingsystem': 'i', 'operatingsystemversion': '14', 'ismobile': 'true', 'mobiledevicemodel': 'i', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'en-gb', 'screencolors': '32-bit', 'screenresolution': '375x667', 'devicecategory': 'mobile'};{'cityid': '1006864', 'latitude': '53', 'longitude': '-1'};{'index': '31', 'value': 'web'};8.714915045280683e+18;2029099279.1638503861;direct;Not Socially Engaged;1
16;1638502168;2021-12-03 03:29:28;2021-12-03;{'visits': '1', 'hits': '4', 'pageviews': '2', 'timeonsite': '13', 'bounces': 'null', 'transactions': 'null', 'transactionrevenue': 'null', 'newvisits': 'null', 'screenviews': 'null', 'uniquescreenviews': 'null', 'timeonscreen': 'null', 'totaltransactionrevenue': 'null', 'sessionqualitydim': '7'};{'campaign': 'sea_gen_landlords_sl_b2c_en-fr_google_location_france_x_x_textuel', 'source': 'google', 'medium': 'cpc', 'keyword': 'recherche locataire particulier particulier', 'campaignid': '12667681379', 'adgroupid': '130673099752', 'creativeid': '564117591546', 'criteriaid': '334035743263', 'page': '4', 'criteriaparameters': 'recherche locataire particulier particulier', 'customerid': '4600124152', 'targetingcriteria': 'null', 'isvideoad': 'false', 'istruedirect': 'true', 'campaigncode': 'null'};{'browserversion': '96', 'browsersize': '390x720', 'operatingsystemversion': '10', 'ismobile': 'true', 'mobileinputselector': 'touchscreen', 'javaenabled': 'false', 'language': 'fr', 'screencolors': '24-bit', 'screenresolution': '393x851', 'devicecategory': 'mobile'};{'cityid': '1006001', 'latitude': '48', 'longitude': '2'};{'index': '91', 'value': '0'};8.767787114890655e+18;2041409517.1632498410;paid search_non-brand;Not Socially Engaged;2
